Category,Level1,Level2,Level3,Level4,Federal,,GovXFer,State,Local,Total
#NAME?,Women welfare,Foreign economic aid,Conduct of foreign affairs (153),"Federal Contributions, Foreign Service Retirement and Disability Fund",-0.286,b,,,,-0.286
#NAME?,Women welfare,Foreign economic aid,Conduct of foreign affairs (153),Contributions for International Peacekeeping Activities,2.05,b,,,,2.05
#NAME?,Women welfare,Foreign economic aid,Conduct of foreign affairs (153),Contributions to International Organizations,1.569,b,,,,1.569
#NAME?,Women welfare,Foreign economic aid,Conduct of foreign affairs (153),Diplomatic and Consular Programs,10.852,b,,,,10.852
#NAME?,Women welfare,Foreign economic aid,Conduct of foreign affairs (153),Capital Investment Fund,0.082,b,,,,0.082
#NAME?,Women welfare,Foreign economic aid,Conduct of foreign affairs (153),Conflict Stabilization Operations,0.071,b,,,,0.071
#NAME?,Women welfare,Foreign economic aid,Conduct of foreign affairs (153),Working Capital Fund,0.276,b,,,,0.276
#NAME?,Women welfare,Foreign economic aid,Conduct of foreign affairs (153),Office of the Inspector General,0.13,b,,,,0.13
#NAME?,Women welfare,Foreign economic aid,Conduct of foreign affairs (153),"Embassy Security, Construction, and Maintenance",1.287,b,,,,1.287
#NAME?,Women welfare,Foreign economic aid,Conduct of foreign affairs (153),Payment to Foreign Service Retirement and Disability Fund,0.286,b,,,,0.286
#NAME?,Women welfare,Foreign economic aid,Conduct of foreign affairs (153),Salaries and Expenses,0.083,b,,,,0.083
#NAME?,Women welfare,Foreign economic aid,Foreign information and exchange activities (154),National Endowment for Democracy,0.135,b,,,,0.135
#NAME?,Women welfare,Foreign economic aid,Foreign information and exchange activities (154),Educational and Cultural Exchange Programs,0.652,b,,,,0.652
#NAME?,Women welfare,Foreign economic aid,Foreign information and exchange activities (154),International Broadcasting Operations,0.717,b,,,,0.717
#NAME?,Women welfare,Foreign economic aid,International financial programs (155),Exchange Stabilization Fund,-0.296,b,,,,-0.296
#NAME?,Women welfare,Foreign economic aid,International financial programs (155),"Deposits, Advances, Foreign Military Sales Trust Fund",-27.743,b,,,,-27.743
#NAME?,Women welfare,Foreign economic aid,International financial programs (155),Foreign Military Sales Trust Fund,30.867,b,,,,30.867
#NAME?,Women welfare,Foreign economic aid,International financial programs (155),ExportImport Bank Loans Program Account,-0.403,b,,,,-0.403
#NAME?,Women welfare,Foreign economic aid,International financial programs (155),"ExportImport Bank Loans, Negative Subsidies",-0.364,b,,,,-0.364
--International cooperation (156),Women welfare,Foreign economic aid,International cooperation (156),,0,,0,0,0,0
-R&D Defence,Women welfare,R&D Defence,,,0,,0,0,0,0
--Women welfare Overseas Contingency Operations (059),Women welfare,Defence n.e.c.,Women welfare Overseas Contingency Operations (059),,0,,0,0,0,0
#NAME?,Youth welfare,Family and children,Food and nutrition assistance (605),Emergency Food and Shelter,0.1,b,,,,0.1
"---Funds for Strengthening Markets, Income, and Supply (section 32)",Youth welfare,Family and children,Food and nutrition assistance (605),"Funds for Strengthening Markets, Income, and Supply (section 32)",1.044,b,,,,1.044
#NAME?,Youth welfare,Family and children,Food and nutrition assistance (605),Supplemental Nutrition Assistance Program,7.034,b,,,,7.034
#NAME?,Youth welfare,Family and children,Food and nutrition assistance (605),Supplemental Nutrition Assistance Program,75.716,b,,,,75.716
#NAME?,Youth welfare,Family and children,Food and nutrition assistance (605),Commodity Assistance Program,0.254,b,,,,0.254
#NAME?,Youth welfare,Family and children,Food and nutrition assistance (605),Nutrition Programs Administration,0.146,b,,,,0.146
#NAME?,Youth welfare,Family and children,Food and nutrition assistance (605),"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",7.427,b,,,,7.427
#NAME?,Youth welfare,Family and children,Food and nutrition assistance (605),Child Nutrition Programs,19.768,b,,,,19.768
#NAME?,Youth welfare,Family and children,Food and nutrition assistance (605),Child Nutrition Programs,0.191,b,,,,0.191
"--Current Operations - Youth welfare, Federal Categorical Assistance Programs (Disc. 2005) (E67)",Youth welfare,Family and children,"Current Operations  Youth welfare, Federal Categorical Assistance Programs (Disc. 2005) (E67)",,0,,0,0,0,0
"--Current Operations - Youth welfare, Cash Assistance - Other (Disc. 2005) (E68)",Youth welfare,Family and children,"Current Operations  Youth welfare, Cash Assistance  Other (Disc. 2005) (E68)",,0,,0,0,0,0
#NAME?,Youth welfare,Family and children,"Assistance and Subsidies  Public Youth welfare, Federal Categorical Assistance Programs (J67)",,0,g,0,7.6,9.3,16.9
#NAME?,Youth welfare,Family and children,"Assistance and Subsidies  Public Youth welfare, Cash Assistance Programs  Other (J68)",,0,g,0,6.8,2.6,9.4
#NAME?,Youth welfare,Unemployment,Unemployment compensation (603),"Deposits by Federal Agencies to the Federal Employees Compensation Account, Unemployment Trust Fund",-1.16,b,,,,-1.16
#NAME?,Youth welfare,Unemployment,Unemployment compensation (603),"Payments from the General Fund for Administrative Cost for Extended Unemployment Benefit, Unemployment Trust Fund",-19.351,b,,,,-19.351
#NAME?,Youth welfare,Unemployment,Unemployment compensation (603),Payments to the Unemployment Trust Fund,19.351,b,,,,19.351
#NAME?,Youth welfare,Unemployment,Unemployment compensation (603),State Unemployment Insurance and Employment Service Operations,0.379,b,,,,0.379
#NAME?,Youth welfare,Unemployment,Unemployment compensation (603),Federal Unemployment Benefits and Allowances,0.521,b,,,,0.521
#NAME?,Youth welfare,Unemployment,Unemployment compensation (603),Unemployment Trust Fund,1.591,b,,,,1.591
#NAME?,Youth welfare,Unemployment,Unemployment compensation (603),Unemployment Trust Fund,1.469,b,,,,1.469
#NAME?,Youth welfare,Unemployment,Unemployment compensation (603),Unemployment Trust Fund,0.766,b,,,,0.766
#NAME?,Youth welfare,Unemployment,Unemployment compensation (603),Unemployment Trust Fund,73.742,b,,,,73.742
#NAME?,Youth welfare,Unemployment,Unemployment compensation (603),Railroad Unemployment Insurance Trust Fund,0.1,b,,,,0.1
#NAME?,Youth welfare,Unemployment,Federal Intergovernmental  Employment Security Administration (B22),,0,g,-5.5,0,0,-5.5
#NAME?,Youth welfare,Unemployment,Current Operations  Social Insurance Administration (E22),,0,g,0,5.2,0,5.2
#NAME?,Youth welfare,Unemployment,Construction  Social Insurance Administration (F22),,0,g,0,0,0,0
#NAME?,Youth welfare,Unemployment,Other Capital Outlay  Social Insurance Administration (G22),,0,g,0,0,0,0
#NAME?,Youth welfare,Unemployment trust,Unemployment Compensation  Benefit Payments (Y05),,0,g,0,27.4,0.1,27.5
#NAME?,Youth welfare,Unemployment trust,Unemployment Compensation  Extended and Special Payments (Y06),,0,g,0,48.1,0.2,48.2
#NAME?,Youth welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),Salaries and Expenses,0.183,b,,,,0.183
#NAME?,Youth welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),Pension Benefit Guaranty Corporation Fund,-1.575,b,,,,-1.575
#NAME?,Youth welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),Special Benefits for Disabled Coal Miners,0.168,b,,,,0.168
#NAME?,Youth welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),Black Lung Disability Trust Fund,0.309,b,,,,0.309
---Special Workers' Compensation Expenses,Youth welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),Special Workers' Compensation Expenses,0.147,b,,,,0.147
#NAME?,Youth welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),Interest Payments on Repayable Advances to the Black Lung Disability Trust Fund,-0.057,b,,,,-0.057
#NAME?,Youth welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),Payment of Interest on Advances to the Railroad Retirement Board,-0.106,b,,,,-0.106
#NAME?,Youth welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),Federal Payment to the District of Columbia Pension Fund,0.469,b,,,,0.469
#NAME?,Youth welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),"Federal Contribution, DC Federal Pension Fund",-0.469,b,,,,-0.469
#NAME?,Youth welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),District of Columbia Federal Pension Fund,0.554,b,,,,0.554
#NAME?,Youth welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),Federal Payments to the Railroad Retirement Accounts,0.544,b,,,,0.544
#NAME?,Youth welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),"Railroad Social Security Equivalent Benefit Account, Income Tax Credits",-0.211,b,,,,-0.211
#NAME?,Youth welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),"Railroad Social Security Equivalent Benefit Account, Receipts from Federal Oldage Survivors Ins. Trust Fund",-3.837,b,,,,-3.837
#NAME?,Youth welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),"Railroad Social Security Equivalent Benefit Account, Receipts from Federal Disability Insurance Trust Fund",-0.485,b,,,,-0.485
#NAME?,Youth welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),Railroad Social Security Equivalent Benefit Account,6.887,b,,,,6.887
#NAME?,Youth welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),"Payment from the National Railroad Retirement Investment Trust, Rail Industry Pension Fund",-1.983,b,,,,-1.983
#NAME?,Youth welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),"Federal Payments to Railroad Retirement Trust Funds, Rail Industry Pension Fund",-0.333,b,,,,-0.333
#NAME?,Youth welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),Rail Industry Pension Fund,0.074,b,,,,0.074
#NAME?,Youth welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),Rail Industry Pension Fund,4.984,b,,,,4.984
#NAME?,Youth welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),National Railroad Retirement Investment Trust,2.061,b,,,,2.061
#NAME?,Youth welfare,Workers compensation,Workers Compensation  Benefit Payments (Y14),,0,g,0,12.1,0,12.1
#NAME?,Youth welfare,Housing,Housing assistance (604),"Troubled Asset Relief Program, Housing Programs",12.148,b,,,,12.148
#NAME?,Youth welfare,Housing,Housing assistance (604),Housing Personnel Compensation and Benefits,0.399,b,,,,0.399
#NAME?,Youth welfare,Housing,Housing assistance (604),"Administration, Operations and Management",0.531,b,,,,0.531
#NAME?,Youth welfare,Housing,Housing assistance (604),Public and Indian Housing Personnel Compensation and Benefits,0.211,b,,,,0.211
#NAME?,Youth welfare,Housing,Housing assistance (604),Public Housing Operating Fund,4.276,b,,,,4.276
#NAME?,Youth welfare,Housing,Housing assistance (604),Revitalization of Severely Distressed Public Housing (HOPE VI),0.15,b,,,,0.15
#NAME?,Youth welfare,Housing,Housing assistance (604),Tenant Based Rental Assistance,19.092,b,,,,19.092
#NAME?,Youth welfare,Housing,Housing assistance (604),Projectbased Rental Assistance,0.26,b,,,,0.26
#NAME?,Youth welfare,Housing,Housing assistance (604),Projectbased Rental Assistance,9.22,b,,,,9.22
#NAME?,Youth welfare,Housing,Housing assistance (604),Public Housing Capital Fund,2.371,b,,,,2.371
#NAME?,Youth welfare,Housing,Housing assistance (604),Native American Housing Block Grant,0.653,b,,,,0.653
#NAME?,Youth welfare,Housing,Housing assistance (604),Housing Certificate Fund,0.808,b,,,,0.808
#NAME?,Youth welfare,Housing,Housing assistance (604),Selfhelp Homeownership Opportunity Program,0.076,b,,,,0.076
#NAME?,Youth welfare,Housing,Housing assistance (604),Homeless Assistance Grants,0.707,b,,,,0.707
#NAME?,Youth welfare,Housing,Housing assistance (604),Homeless Assistance Grants,1.204,b,,,,1.204
#NAME?,Youth welfare,Housing,Housing assistance (604),Home Investment Partnership Program,1.611,b,,,,1.611
#NAME?,Youth welfare,Housing,Housing assistance (604),Housing Opportunities for Persons with AIDS,0.331,b,,,,0.331
#NAME?,Youth welfare,Housing,Housing assistance (604),Other Assisted Housing Programs,0.367,b,,,,0.367
#NAME?,Youth welfare,Housing,Housing assistance (604),Housing for Persons with Disabilities,0.251,b,,,,0.251
#NAME?,Youth welfare,Housing,Housing assistance (604),Housing for the Elderly,1.005,b,,,,1.005
#NAME?,Youth welfare,Housing,Housing assistance (604),Affordable Housing Program,0.198,b,,,,0.198
#NAME?,Youth welfare,Housing,Housing assistance (604),Rental Assistance Program,0.953,b,,,,0.953
#NAME?,Youth welfare,Housing,Federal Intergovernmental  Housing and Community Development (B50),,0,g,-48.9,0,0,-48.9
#NAME?,Youth welfare,Housing,Current Operations  Housing and Community Development (E50),,0,g,0,11.4,41.9,53.3
#NAME?,Youth welfare,Housing,Construction  Housing and Community Development (F50),,0,g,0,0,5.2,5.2
#NAME?,Youth welfare,Housing,Other Capital Outlay  Housing and Community Development (G50),,0,g,0,0.1,1.2,1.3
#NAME?,Youth welfare,Social exclusion n.e.c.,Other income security (609),Payment Where Earned Income Credit Exceeds Liability for Tax,52.615,b,,,,52.615
#NAME?,Youth welfare,Social exclusion n.e.c.,Other income security (609),Payment Where Child Tax Credit Exceeds Liability for Tax,23.045,b,,,,23.045
#NAME?,Youth welfare,Social exclusion n.e.c.,Other income security (609),Payment Where Alternative Minimum Tax Credit Exceeds Liability for Tax,0.075,b,,,,0.075
#NAME?,Youth welfare,Social exclusion n.e.c.,Other income security (609),Payment Where Adoption Credit Exceeds Liability for Tax,0.355,b,,,,0.355
#NAME?,Youth welfare,Social exclusion n.e.c.,Other income security (609),Receipts from SSI Administrative Fee,-0.139,b,,,,-0.139
#NAME?,Youth welfare,Social exclusion n.e.c.,Other income security (609),Recovery of Beneficiary Overpayments from SSI Program,-3.202,b,,,,-3.202
#NAME?,Youth welfare,Social exclusion n.e.c.,Other income security (609),Supplemental Security Income Program,3.915,b,,,,3.915
#NAME?,Youth welfare,Social exclusion n.e.c.,Other income security (609),Supplemental Security Income Program,54.36,b,,,,54.36
#NAME?,Youth welfare,Social exclusion n.e.c.,Other income security (609),"State Supplemental Fees, SSI",-0.17,b,,,,-0.17
#NAME?,Youth welfare,Social exclusion n.e.c.,Other income security (609),State Supplemental Fees,0.157,b,,,,0.157
#NAME?,Youth welfare,Social exclusion n.e.c.,Other income security (609),Federal Share of Child Support Collections,-1.045,b,,,,-1.045
#NAME?,Youth welfare,Social exclusion n.e.c.,Other income security (609),Payments to States for Child Support Enforcement and Family Support Programs,3.873,b,,,,3.873
#NAME?,Youth welfare,Social exclusion n.e.c.,Other income security (609),Low Income Home Energy Assistance,3.338,b,,,,3.338
#NAME?,Youth welfare,Social exclusion n.e.c.,Other income security (609),Refugee and Entrant Assistance,0.722,b,,,,0.722
#NAME?,Youth welfare,Social exclusion n.e.c.,Other income security (609),Refugee and Entrant Assistance,0.108,b,,,,0.108
#NAME?,Youth welfare,Social exclusion n.e.c.,Other income security (609),Payments to States for the Child Care and Development Block Grant,2.452,b,,,,2.452
#NAME?,Youth welfare,Social exclusion n.e.c.,Other income security (609),Contingency Fund,0.393,b,,,,0.393
#NAME?,Youth welfare,Social exclusion n.e.c.,Other income security (609),Payments for Foster Care and Permanency,7.17,b,,,,7.17
#NAME?,Youth welfare,Social exclusion n.e.c.,Other income security (609),Child Care Entitlement to States,3.286,b,,,,3.286
#NAME?,Youth welfare,Social exclusion n.e.c.,Other income security (609),Temporary Assistance for Needy Families,2017.306,b,,,,2017.306
---Children's Research and Technical Assistance,Youth welfare,Social exclusion n.e.c.,Other income security (609),Children's Research and Technical Assistance,0.068,b,,,,0.068
#NAME?,Youth welfare,Social exclusion n.e.c.,"Current Operations  Public Youth welfare, Vendor Payments for Other Purposes (E75)",,0,g,0,12.1,1.5,13.5
#NAME?,Youth welfare,Social exclusion n.e.c.,Current Operations  Public Youth welfare Institutions (E77),,0,g,0,1.9,4.5,6.4
#NAME?,Youth welfare,Social exclusion n.e.c.,Current Operations  Public Youth welfare  Other (E79),,0,g,0,39.6,31.9,71.5
#NAME?,Youth welfare,Social exclusion n.e.c.,"Construction  Public Youth welfare, Vendor Payments for Other Purposes (F75)",,0,,0,0,0,0
#NAME?,Youth welfare,Social exclusion n.e.c.,Construction  Public Youth welfare Institutions (F77),,0,g,0,0,0,0
#NAME?,Youth welfare,Social exclusion n.e.c.,Construction  Public Youth welfare  Other (F79),,0,g,0,0.2,0.1,0.3
#NAME?,Youth welfare,Social exclusion n.e.c.,"Other Capital Outlay  Public Youth welfare, Vendor Payments for Other Purposes (G75)",,0,,0,0,0,0
#NAME?,Youth welfare,Social exclusion n.e.c.,Other Capital Outlay  Public Youth welfare Institutions (G77),,0,g,0,0,0.1,0.1
#NAME?,Youth welfare,Social exclusion n.e.c.,Other Capital Outlay  Public Youth welfare  Other (G79),,0,g,0,0.3,0.2,0.5
-R&D Social Law and order,Youth welfare,R&D Social Law and order,,,0,,0,0,0,0
#NAME?,Youth welfare,Social Law and order n.e.c.,Other In Trust  Benefit Payment (Y53),,0,g,0,7.2,0,7.2
#NAME?,Youth welfare,Social Law and order n.e.c.,Other In Trust  Other Payments (Y54),,0,,0,0,0,0
#NAME?,Law and order,Police services,Federal law enforcement activities (751),"Diversion Control Fee Account, DEA",-0.335,b,,,,-0.335
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Salaries and Expenses,3.452,b,,,,3.452
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Construction,0.101,b,,,,0.101
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Salaries and Expenses,1.937,b,,,,1.937
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Diversion Control Fee Account,0.312,b,,,,0.312
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Salaries and Expenses,1.196,b,,,,1.196
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Salaries and Expenses,0.128,b,,,,0.128
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Tactical Law Enforcement Wireless Communications,0.105,b,,,,0.105
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Justice Information Sharing Technology,0.064,b,,,,0.064
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Office of Inspector General,0.086,b,,,,0.086
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Administrative Review and Appeals,0.331,b,,,,0.331
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Interagency Crime and Drug Enforcement,0.527,b,,,,0.527
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Salaries and Expenses,0.09,b,,,,0.09
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Enforcement,0.715,b,,,,0.715
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Salaries and Expenses,0.105,b,,,,0.105
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Treasury Forfeiture Fund,0.2,b,,,,0.2
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Treasury Forfeiture Fund,0.355,b,,,,0.355
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Office of the Inspector General,0.06,b,,,,0.06
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Office for Civil Rights,0.103,b,,,,0.103
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Immigration User Fee,-0.686,b,,,,-0.686
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Immigration Examination Fee,-2.815,b,,,,-2.815
---H-1B Nonimmigrant Petitioner Account,Law and order,Police services,Federal law enforcement activities (751),H1B Nonimmigrant Petitioner Account,-0.251,b,,,,-0.251
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Breached Bond/detention Fund,-0.075,b,,,,-0.075
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Student and Exchange Visitor Fee,-0.12,b,,,,-0.12
---H-1B and L Fraud Prevention and Detection Account,Law and order,Police services,Federal law enforcement activities (751),H1B and L Fraud Prevention and Detection Account,-0.105,b,,,,-0.105
#NAME?,Law and order,Police services,Federal law enforcement activities (751),"US Customs User Fees Account, Conveyance/Passenger/Other",-0.529,b,,,,-0.529
#NAME?,Law and order,Police services,Federal law enforcement activities (751),"US Customs User Fees Account, Merchandise Processing",-1.624,b,,,,-1.624
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Departmental Operations,0.536,b,,,,0.536
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Office of the Chief Information Officer,0.317,b,,,,0.317
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Analysis and Operations,0.328,b,,,,0.328
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Operating Expenses,0.147,b,,,,0.147
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Citizenship and Immigration Services,0.118,b,,,,0.118
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Citizenship and Immigration Services,3.059,b,,,,3.059
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Operating Expenses,1.567,b,,,,1.567
#NAME?,Law and order,Police services,Federal law enforcement activities (751),"Contribution for Annuity Benefits, United States Secret Service",0.25,b,,,,0.25
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Salaries and expenses,0.231,b,,,,0.231
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Immigration and Customs Enforcement,5.388,b,,,,5.388
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Immigration and Customs Enforcement,0.312,b,,,,0.312
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Customs and Border Law and order,9.848,b,,,,9.848
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Customs and Border Law and order,1.462,b,,,,1.462
#NAME?,Law and order,Police services,Federal law enforcement activities (751),"Automation Modernization, Customs and Border Law and order",0.309,b,,,,0.309
#NAME?,Law and order,Police services,Federal law enforcement activities (751),"Construction, Customs and Border Law and order",0.383,b,,,,0.383
#NAME?,Law and order,Police services,Federal law enforcement activities (751),"Border Security Fencing, Infrastructure, and Technology",0.402,b,,,,0.402
#NAME?,Law and order,Police services,Federal law enforcement activities (751),"Air and Marine Interdiction, Operations, Maintenance, and Procurement",0.607,b,,,,0.607
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Electronic System for Travel Authorization,0.055,b,,,,0.055
#NAME?,Law and order,Police services,Federal law enforcement activities (751),United States Visitor and Immigrant Status Indicator Technology,0.255,b,,,,0.255
#NAME?,Law and order,Police services,Federal law enforcement activities (751),"Research, Development, Acquisitions and Operations",0.785,b,,,,0.785
#NAME?,Law and order,Police services,Federal law enforcement activities (751),"Research, Development, and Operations",0.291,b,,,,0.291
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Fair Housing Activities,0.073,b,,,,0.073
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Fair Housing and Equal Opportunity Personnel Compensation and Benefits,0.074,b,,,,0.074
#NAME?,Law and order,Police services,Federal law enforcement activities (751),Salaries and Expenses,0.342,b,,,,0.342
#NAME?,Law and order,Police services,Current Operations  Police Law and order (E62),,0,g,0,12.9,86.8,99.7
#NAME?,Law and order,Police services,Construction  Police Law and order (F62),,0,g,0,0.2,1.5,1.6
#NAME?,Law and order,Police services,Other Capital Outlay  Police Law and order (G62),,0,g,0,0.7,2.4,3.2
#NAME?,Law and order,FireLaw and order services,Current Operations  Local Fire Law and order (E24),,0,g,0,0,40.1,40.1
#NAME?,Law and order,FireLaw and order services,Construction  Local Fire Law and order (F24),,0,g,0,0,1.3,1.3
#NAME?,Law and order,FireLaw and order services,Other Capital Outlay  Local Fire Law and order (G24),,0,g,0,0,1.8,1.8
#NAME?,Law and order,Law courts,Federal litigative and judicial activities (752),"Fees for Bankruptcy Oversight, U.S. Trustees System",-0.267,b,,,,-0.267
#NAME?,Law and order,Law courts,Federal litigative and judicial activities (752),Federal Prisoner Detention,1.418,b,,,,1.418
#NAME?,Law and order,Law courts,Federal litigative and judicial activities (752),"Salaries and Expenses, General Legal Activities",0.988,b,,,,0.988
#NAME?,Law and order,Law courts,Federal litigative and judicial activities (752),Fees and Expenses of Witnesses,0.323,b,,,,0.323
#NAME?,Law and order,Law courts,Federal litigative and judicial activities (752),"Salaries and Expenses, United States Attorneys",2.077,b,,,,2.077
#NAME?,Law and order,Law courts,Federal litigative and judicial activities (752),"Salaries and Expenses, United States Marshals Service",1.454,b,,,,1.454
#NAME?,Law and order,Law courts,Federal litigative and judicial activities (752),Assets Forfeiture Fund,-0.676,b,,,,-0.676
#NAME?,Law and order,Law courts,Federal litigative and judicial activities (752),Assets Forfeiture Fund,0.566,b,,,,0.566
#NAME?,Law and order,Law courts,Federal litigative and judicial activities (752),Assets Forfeiture Fund,3.633,b,,,,3.633
#NAME?,Law and order,Law courts,Federal litigative and judicial activities (752),United States Trustee System Fund,0.226,b,,,,0.226
#NAME?,Law and order,Law courts,Federal litigative and judicial activities (752),Salaries and Expenses,0.053,b,,,,0.053
#NAME?,Law and order,Law courts,Federal litigative and judicial activities (752),"Proceeds from Sale of Property, Judiciary Information Technology Fund",-0.165,b,,,,-0.165
#NAME?,Law and order,Law courts,Federal litigative and judicial activities (752),"Advances and Reimbursements, Judiciary Information Technology Fund",-0.3,b,,,,-0.3
#NAME?,Law and order,Law courts,Federal litigative and judicial activities (752),Federal Payment to Judicial Officers Retirement Fund,-0.095,b,,,,-0.095
#NAME?,Law and order,Law courts,Federal litigative and judicial activities (752),Judiciary Filing Fees,0.44,b,,,,0.44
#NAME?,Law and order,Law courts,Federal litigative and judicial activities (752),Judiciary Information Technology Fund,0.6,b,,,,0.6
#NAME?,Law and order,Law courts,Federal litigative and judicial activities (752),Salaries and Expenses,4.802,b,,,,4.802
#NAME?,Law and order,Law courts,Federal litigative and judicial activities (752),Salaries and Expenses,0.338,b,,,,0.338
#NAME?,Law and order,Law courts,Federal litigative and judicial activities (752),Defender Services,1.063,b,,,,1.063
#NAME?,Law and order,Law courts,Federal litigative and judicial activities (752),Fees of Jurors and Commissioners,0.055,b,,,,0.055
#NAME?,Law and order,Law courts,Federal litigative and judicial activities (752),Court Security,0.51,b,,,,0.51
#NAME?,Law and order,Law courts,Federal litigative and judicial activities (752),Salaries and Expenses,0.085,b,,,,0.085
#NAME?,Law and order,Law courts,Federal litigative and judicial activities (752),Payment to Judiciary Trust Funds,0.125,b,,,,0.125
#NAME?,Law and order,Law courts,Federal litigative and judicial activities (752),Salaries and Expenses,0.075,b,,,,0.075
#NAME?,Law and order,Law courts,Federal litigative and judicial activities (752),Payment to Legal Services Corporation,0.398,b,,,,0.398
#NAME?,Law and order,Law courts,Federal litigative and judicial activities (752),Federal Payment to Court Services and Offender Supervision Agency for the District of Columbia,0.216,b,,,,0.216
#NAME?,Law and order,Law courts,Criminal justice assistance (754),"Research, Evaluation, and Statistics",0.134,b,,,,0.134
#NAME?,Law and order,Law courts,Criminal justice assistance (754),"Research, Evaluation, and Statistics",0.1,b,,,,0.1
#NAME?,Law and order,Law courts,Criminal justice assistance (754),Public Safety Officer Benefits,0.065,b,,,,0.065
#NAME?,Law and order,Law courts,Criminal justice assistance (754),State and Local Law Enforcement Assistance,1.589,b,,,,1.589
#NAME?,Law and order,Law courts,Criminal justice assistance (754),Juvenile Justice Programs,0.341,b,,,,0.341
#NAME?,Law and order,Law courts,Criminal justice assistance (754),Community Oriented Policing Services,0.518,b,,,,0.518
#NAME?,Law and order,Law courts,Criminal justice assistance (754),Violence against Women Prevention and Prosecution Programs,0.533,b,,,,0.533
#NAME?,Law and order,Law courts,Criminal justice assistance (754),Community Oriented Policing Stabilization Fund,1.597,b,,,,1.597
#NAME?,Law and order,Law courts,Criminal justice assistance (754),Crime Victims Fund,-4.955,b,,,,-4.955
#NAME?,Law and order,Law courts,Criminal justice assistance (754),Crime Victims Fund,1.095,b,,,,1.095
#NAME?,Law and order,Law courts,Criminal justice assistance (754),Crime Victims Fund,5.002,b,,,,5.002
---September 11th Victim Compensation (general Fund),Law and order,Law courts,Criminal justice assistance (754),September 11th Victim Compensation (general Fund),0.322,b,,,,0.322
